subject_id,group_name,trial_ind_congrtest,pathpair_congrtest,acc_congrtest,rt_congrtest,response,consc_confratings_congrtest,clar_confratings_congrtest,diff_confratings_congrtest,conf_confratings_congrtest,freeeval_congrtest
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,10.0,"[[2, 6, 5], [3, 5, 6, 7]]",0.0,3.047,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,11.0,"[[3, 5, 6, 7, 1, 4], [2, 6, 7, 1, 4]]",0.0,2.136,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,12.0,"[[1, 7, 6, 5], [7, 1, 4]]",0.0,1.284,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,13.0,"[[1, 7, 6, 2], [5, 6, 2]]",0.0,1.915,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,14.0,"[[2, 6, 7], [1, 7, 6, 2]]",0.0,2.06,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,15.0,"[[5, 6, 7], [1, 7, 6, 5]]",0.0,1.445,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,16.0,"[[0, 7, 6, 5, 3], [6, 7, 1, 4]]",0.0,2.656,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,17.0,"[[2, 6, 5], [5, 6, 7, 0]]",0.0,1.384,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,18.0,"[[3, 5, 6, 7], [2, 6, 7, 1, 4]]",1.0,1.283,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,19.0,"[[2, 6, 5, 3], [4, 1, 7]]",1.0,2.562,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,20.0,"[[1, 7, 0], [2, 6, 7, 1]]",1.0,4.253,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,21.0,"[[2, 6, 7, 1], [3, 5, 6, 7, 1]]",1.0,2.937,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,22.0,"[[4, 1, 7, 0], [5, 6, 2]]",1.0,5.46,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,23.0,"[[4, 1, 7, 6, 2], [3, 5, 6, 2]]",0.0,1.678,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,24.0,"[[5, 6, 7, 1], [3, 5, 6]]",0.0,1.481,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,25.0,"[[5, 6, 7], [2, 6, 7, 1]]",0.0,1.727,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,26.0,"[[5, 6, 7, 1, 4], [6, 7, 1, 4]]",1.0,1.862,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,27.0,"[[3, 5, 6], [4, 1, 7, 6]]",0.0,2.807,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,28.0,"[[1, 7, 6], [3, 5, 6, 2]]",1.0,1.677,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,29.0,"[[5, 6, 7, 0], [4, 1, 7, 6, 2]]",0.0,2.751,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,30.0,"[[0, 7, 6, 5], [0, 7, 6]]",1.0,5.016,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,31.0,"[[3, 5, 6, 7, 0], [0, 7, 6, 2]]",1.0,1.721,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,32.0,"[[0, 7, 1], [0, 7, 6, 2]]",1.0,4.116,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,33.0,"[[0, 7, 6], [4, 1, 7, 0]]",0.0,2.155,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,34.0,"[[4, 1, 7, 0], [2, 6, 7]]",0.0,3.932,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,35.0,"[[1, 7, 0], [6, 7, 1, 4]]",1.0,2.18,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,36.0,"[[4, 1, 7, 6, 5], [0, 7, 1, 4]]",1.0,1.182,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,37.0,"[[4, 1, 7, 6], [5, 6, 7]]",0.0,1.753,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,38.0,"[[4, 1, 7, 0], [7, 6, 2]]",0.0,1.92,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,39.0,"[[5, 6, 7, 1], [3, 5, 6, 7, 1]]",1.0,1.121,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,40.0,"[[0, 7, 6, 5], [6, 7, 1]]",0.0,1.622,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,41.0,"[[7, 1, 4], [0, 7, 6, 5]]",0.0,6.318,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,42.0,"[[6, 7, 1, 4], [2, 6, 5]]",0.0,2.706,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,43.0,"[[7, 6, 2], [6, 7, 1, 4]]",0.0,1.591,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,44.0,"[[4, 1, 7], [2, 6, 7, 0]]",1.0,1.253,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,45.0,"[[2, 6, 7, 1], [4, 1, 7]]",1.0,1.986,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,46.0,"[[0, 7, 1], [0, 7, 6, 5]]",1.0,1.42,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,47.0,"[[5, 6, 7], [2, 6, 5, 3]]",1.0,1.339,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,48.0,"[[3, 5, 6, 7, 0], [2, 6, 7, 1]]",1.0,1.168,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,49.0,"[[1, 7, 6, 5], [2, 6, 7]]",0.0,1.171,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,50.0,"[[3, 5, 6, 2], [0, 7, 1]]",1.0,1.173,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,51.0,"[[7, 6, 5], [0, 7, 6, 5]]",1.0,1.144,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,52.0,"[[3, 5, 6, 7], [4, 1, 7, 6, 5]]",1.0,0.949,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,53.0,"[[0, 7, 1], [5, 6, 7, 1]]",1.0,0.997,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,54.0,"[[6, 7, 1], [5, 6, 7, 1]]",1.0,1.015,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,55.0,"[[2, 6, 5], [1, 7, 6, 5]]",0.0,1.244,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,56.0,"[[6, 7, 1, 4], [2, 6, 7]]",0.0,2.271,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,57.0,"[[7, 6, 5], [0, 7, 6, 2]]",1.0,2.395,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,58.0,"[[4, 1, 7], [2, 6, 7, 1]]",0.0,1.097,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,59.0,"[[3, 5, 6, 2], [1, 7, 6, 5, 3]]",0.0,1.51,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,60.0,"[[6, 7, 0], [2, 6, 5, 3]]",1.0,2.706,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,61.0,"[[3, 5, 6, 2], [5, 6, 2]]",1.0,1.648,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,62.0,"[[7, 6, 2], [7, 6, 5, 3]]",1.0,1.177,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,63.0,"[[4, 1, 7, 0], [6, 5, 3]]",1.0,2.559,1,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q0h9kyyrr0jdz4c6q0ga8fbmvQ,unconstrained,64.0,"[[2, 6, 7, 1, 4], [0, 7, 1, 4]]",0.0,1.164,0,Fully conscious/deliberative,Fully clear,Quite easy,Rather confident,
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,0.0,"[[4, 1, 7, 6, 2], [0, 7, 1, 4]]",1.0,31.746,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,1.0,"[[5, 6, 7, 1, 4], [4, 1, 7, 6]]",1.0,36.939,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,2.0,"[[4, 1, 7], [2, 6, 5, 3]]",0.0,36.169,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,3.0,"[[3, 5, 6, 7, 1], [5, 6, 7, 1]]",1.0,3.416,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,4.0,"[[1, 7, 0], [0, 7, 6, 5]]",0.0,9.509,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,5.0,"[[1, 7, 6, 5], [2, 6, 5]]",0.0,3.297,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,6.0,"[[6, 5, 3], [6, 7, 1, 4]]",0.0,6.116,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,7.0,"[[5, 6, 7, 0], [6, 7, 1]]",0.0,30.198,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,8.0,"[[1, 7, 6, 2], [1, 7, 6, 5, 3]]",0.0,44.365,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,9.0,"[[4, 1, 7], [2, 6, 7, 1]]",1.0,2.313,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,10.0,"[[3, 5, 6, 7, 0], [4, 1, 7, 6]]",1.0,4.657,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,11.0,"[[0, 7, 1, 4], [2, 6, 5]]",0.0,1.707,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,12.0,"[[5, 6, 7, 1], [6, 7, 1]]",0.0,1.567,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,13.0,"[[5, 6, 7], [1, 7, 6, 2]]",1.0,14.958,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,14.0,"[[7, 1, 4], [1, 7, 6, 5]]",0.0,24.933,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,15.0,"[[2, 6, 7], [6, 7, 1, 4]]",0.0,3.117,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,16.0,"[[4, 1, 7], [1, 7, 6, 2]]",1.0,3.035,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,17.0,"[[4, 1, 7], [5, 6, 7, 1]]",0.0,2.369,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,18.0,"[[3, 5, 6, 7], [5, 6, 7, 1, 4]]",0.0,2.58,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,19.0,"[[3, 5, 6, 2], [2, 6, 7, 1, 4]]",0.0,5.342,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,20.0,"[[5, 6, 7, 0], [6, 7, 0]]",0.0,2.22,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,21.0,"[[2, 6, 5, 3], [3, 5, 6, 7, 1]]",0.0,1.87,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,22.0,"[[0, 7, 6, 5], [7, 1, 4]]",1.0,3.266,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,23.0,"[[2, 6, 7, 0], [5, 6, 7]]",0.0,9.961,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,24.0,"[[7, 6, 2], [4, 1, 7, 6]]",0.0,3.72,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,25.0,"[[6, 7, 1, 4], [6, 5, 3]]",1.0,7.016,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,26.0,"[[5, 6, 2], [3, 5, 6, 7]]",1.0,5.273,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,27.0,"[[3, 5, 6, 7], [4, 1, 7, 6, 2]]",0.0,7.403,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,28.0,"[[1, 7, 6], [3, 5, 6, 2]]",1.0,3.563,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,29.0,"[[2, 6, 5, 3], [5, 6, 2]]",0.0,3.355,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,30.0,"[[2, 6, 7], [3, 5, 6, 7]]",0.0,3.676,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,31.0,"[[5, 6, 7, 1], [2, 6, 7]]",0.0,2.194,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,32.0,"[[6, 7, 1, 4], [2, 6, 5]]",0.0,3.386,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,33.0,"[[5, 6, 7], [5, 6, 7, 0]]",0.0,6.308,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,34.0,"[[0, 7, 1], [1, 7, 6, 5]]",0.0,2.45,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,35.0,"[[4, 1, 7, 6], [0, 7, 1]]",0.0,2.396,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,36.0,"[[1, 7, 6, 2], [0, 7, 6, 5, 3]]",0.0,4.784,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,37.0,"[[4, 1, 7, 6, 5], [7, 6, 5, 3]]",1.0,30.184,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,38.0,"[[3, 5, 6], [1, 7, 6, 5]]",0.0,22.89,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,39.0,"[[2, 6, 7, 1], [6, 5, 3]]",1.0,34.514,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,40.0,"[[1, 7, 6, 2], [2, 6, 7]]",1.0,6.617,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,41.0,"[[6, 7, 1, 4], [5, 6, 7]]",0.0,2.572,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,42.0,"[[1, 7, 0], [2, 6, 7, 0]]",1.0,13.256,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,43.0,"[[3, 5, 6, 7, 1, 4], [4, 1, 7, 6, 2]]",1.0,3.521,1,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,44.0,"[[1, 7, 0], [2, 6, 7, 1]]",1.0,45.238,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
Q25skax4pr5s5by7q9se3aydsQ,unconstrained,45.0,"[[3, 5, 6, 7, 1], [6, 7, 1, 4]]",0.0,3.485,0,Fully conscious/deliberative,Fully clear,Easy,Confident,"There were no strategy. I clicked on what I felt was right, relying more on my intuition and on the information I got in the first task.  


Everything was clear and fine."
